absence_id,employee_id,absence_type,plan_code,start_date,end_date,duration_days,applied_date,approved_by,approval_date,absence_status,reason,remarks,half_day_flag,attachment_provided,department,location
ABSRF78JR0WV,EMP00366,Maternity Leave,ML-PLAN-04,,2023-09-05,-1,2023-09-03,EMP00012,2023-09-06,Rejected,COVID-19,,N,Yes,Operations,Sydney
ABS7XDWA80YK,EMP00390,Maternity Leave,BL-PLAN-08,2023-06-13,2023-06-15,3,2023-06-03,EMP00032,2023-06-06,Rejected,COVID-19,Urgent,Y,Yes,Finance,Sydney
ABSST63T6HTE,EMP00553,Casual Leave,CO-PLAN-06,2024-08-04,2024-08-13,10,2024-07-19,EMP00046,2024-07-22,Approved,COVID-19,,Y,Yes,Engineering,New York
ABS5WJV7WIS3,EMP00501,Bereavement Leave,CL-PLAN-03,2023-10-20,2023-11-02,14,2023-09-24,EMP00017,2023-09-25,Withdrawn,Other,Urgent,N,Yes,Finance,Bengaluru
ABSOXWJ10AQ5,EMP00429,Sick Leave,PL-PLAN-05,2022-08-28,2022-09-06,10,2022-08-09,EMP00016,2022-08-11,Approved,Emergency,None,N,Yes,Operations,Mumbai
ABS972Y6SUSR,EMP00220,Work From Home,CL-PLAN-03,2022-09-20,2022-09-21,5,2022-08-29,EMP00024,2022-08-30,Pending,Medical Appointment,,N,Yes,Human Resources,Bengaluru
ABS9I6PITHHM,EMP00757,Casual Leave,ML-PLAN-04,2023-04-16,2023-04-22,7,2023-03-30,EMP00031,2023-03-31,Rejected,Emergency,Urgent,N,Yes,Marketing,Sydney
ABSGE0QDUBYT,EMP00664,Unpaid Leave,PL-PLAN-05,2025-03-27,2025-04-04,9,2025-03-25,EMP00039,2025-03-27,Pending,Marriage,,N,No,Marketing,Toronto
ABS3GV2QO06O,EMP00097,Work From Home,AL-PLAN-01,2023-05-19,2023-05-28,10,2023-05-17,EMP00045,2023-05-20,Withdrawn,Other,Pre-planned,N,Yes,Sales,Sydney
ABSJULKB5LZO,EMP00481,Compensatory Off,PL-PLAN-05,2023-03-14,2023-03-14,1,2023-02-13,EMP00008,2023-02-18,Pending,Vacation,,N,Yes,Engineering,Bengaluru
ABS547DZNDZR,,Work From Home,CL-PLAN-03,2022-04-07,2022-04-04,13,2022-04-17,EMP00039,2022-04-01,Approved,Medical,,N,N/A,Operations,Singapore
ABSFEDZTD6AW,EMP00502,Casual Leave,PL-PLAN-05,2024-01-24,2024-02-04,12,2023-12-29,EMP00018,2023-12-30,Rejected,Travel,Urgent,N,Yes,Sales,Singapore
ABS17LTKWNPR,EMP00508,Compensatory Off,ML-PLAN-04,2022-04-03,2022-04-16,14,2022-03-11,EMP00014,2022-03-16,Approved,Other,Urgent,N,Yes,Legal,New York
ABSNHXLTKYEJ,EMP00342,Unpaid Leave,AL-PLAN-01,2023-02-24,2023-03-03,8,2023-02-01,EMP00015,2023-02-05,Approved,Vacation,,N,Yes,Finance,New York
ABSBAM1YESZ1,EMP00634,Casual Leave,CL-PLAN-03,2024-04-10,2024-04-14,5,2024-04-06,EMP00050,2024-04-11,Rejected,Personal,Pre-planned,N,No,Marketing,Dubai
ABSWH982THZZ,EMP00217,Work From Home,UL-PLAN-07,2023-05-11,2023-05-19,9,2023-05-04,EMP00039,2023-05-09,Pending,Medical,,N,Yes,Human Resources,Toronto
ABS7C5N3C5B5,EMP00180,Unpaid Leave,ML-PLAN-04,2023-03-15,2023-03-26,12,2023-02-13,EMP00022,2023-02-18,Withdrawn,Other,,Y,No,Engineering,Mumbai
ABSIC5J131V6,EMP00345,Sick Leave,ML-PLAN-04,2022-07-07,2022-07-20,14,2022-06-17,EMP00046,2022-06-21,Rejected,Family,,N,Yes,Sales,Bengaluru
ABS5WP3EV8LV,EMP00489,Bereavement Leave,AL-PLAN-01,2024-01-21,2024-01-30,10,2024-01-08,EMP00024,2024-01-10,Approved,COVID-19,,N,No,Sales,Sydney
ABSYTA0S1HZR,EMP00050,Maternity Leave,ML-PLAN-04,2024-08-21,2024-08-31,11,2024-08-10,EMP00026,2024-08-14,Pending,Emergency,Urgent,N,Yes,Marketing,London
ABSOFWBZDI20,EMP00092,UNKNOWN_TYPE_XYZ,AL-PLAN-01,,2023-03-15,14,2023-02-28,EMP00006,2023-03-03,UNKNOWN,Travel,,N,No,Finance,Sydney
ABSQBRP7ASTZ,EMP00041,Annual Leave,ML-PLAN-04,2022-10-01,2022-10-08,8,2022-09-15,EMP00034,2022-09-18,Pending,Other,Pre-planned,N,N/A,Legal,Dubai
ABSNS84E4EAF,EMP00088,Maternity Leave,ML-PLAN-04,2022-01-08,2022-01-16,9,2021-12-25,EMP00022,2021-12-28,Withdrawn,Child Care,Urgent,N,Yes,Engineering,Dubai
ABSJ5GMFS102,EMP00633,Unpaid Leave,UL-PLAN-07,2023-07-15,2023-07-21,7,2023-07-09,EMP00032,2023-07-14,Cancelled,Medical,Urgent,N,Yes,Legal,Mumbai
ABSRKJJE0YN8,EMP00088,Work From Home,CL-PLAN-03,2023-07-15,2023-07-16,2,2023-07-06,EMP00044,2023-07-07,Approved,Child Care,Pre-planned,N,No,Marketing,Sydney
ABSK2DUHMM75,EMP00442,Annual Leave,SL-PLAN-02,2024-01-10,2024-01-18,0,2023-12-15,EMP00047,2023-12-20,Pending,Medical Appointment,None,N,N/A,Marketing,New York
ABSVVDREAYMW,EMP00044,Casual Leave,SL-PLAN-02,2024-04-26,2024-05-09,14,2024-04-23,EMP00031,2024-04-28,Withdrawn,Family,Urgent,N,N/A,Legal,Dubai
ABSMBE3296WK,EMP00170,Work From Home,BL-PLAN-08,2022-11-08,2022-11-09,2,2022-10-27,EMP00028,2022-10-30,Cancelled,Medical,Urgent,N,N/A,Product,London
ABSGXSB7QN0E,EMP00041,Casual Leave,CL-PLAN-03,2022-01-13,2022-01-16,4,2022-01-02,EMP00025,2022-01-05,Approved,Medical,Pre-planned,Y,Yes,Product,Bengaluru
ABS6VUT4X0M8,EMP00517,Casual Leave,BL-PLAN-08,2023-08-15,2023-08-28,14,2023-08-08,EMP00026,2023-08-13,Approved,Personal,,N,Yes,Product,Toronto
ABS69CTKR1NN,EMP00782,Sick Leave,ML-PLAN-04,2023-07-01,2023-06-28,6,2023-06-21,EMP00027,2023-06-22,Withdrawn,Marriage,,N,No,Human Resources,Mumbai
ABSPKYDAXXKB,EMP00047,Work From Home,AL-PLAN-01,2024-10-30,2024-11-04,6,2024-10-12,EMP00021,2024-10-16,Withdrawn,Medical,,N,Yes,Legal,Bengaluru
ABSI3K1F86ZS,EMP00283,Annual Leave,CO-PLAN-06,2024-03-14,2024-03-27,14,2024-03-10,EMP00009,2024-03-12,Rejected,Travel,,N,N/A,Marketing,New York
ABSMPKANWQ31,EMP00410,Bereavement Leave,CL-PLAN-03,2023-12-01,2023-12-04,4,2023-11-13,EMP00015,2023-11-15,Cancelled,Marriage,Recurring,N,Yes,Legal,Singapore
ABSTANJRJYEG,EMP00414,Bereavement Leave,AL-PLAN-01,2022-04-23,2022-04-25,3,2022-04-16,EMP00030,2022-04-21,Cancelled,COVID-19,Urgent,N,N/A,Marketing,New York
ABSKWEMIT089,,Compensatory Off,PL-PLAN-05,2022-09-25,2022-10-06,22,2022-09-02,EMP00009,2022-09-06,Approved,Vacation,Recurring,N,No,Legal,Dubai
ABS3DRWRIJCF,EMP00760,Bereavement Leave,PL-PLAN-05,2022-03-14,2022-03-14,1,2022-02-15,EMP00031,2022-02-20,Cancelled,Marriage,None,Y,N/A,Sales,Sydney
ABS0MZM6OXWQ,EMP00470,Annual Leave,CL-PLAN-03,2023-02-14,2023-02-19,6,2023-02-06,EMP00017,2023-02-10,Approved,Vacation,,Y,No,Human Resources,New York
ABSX0HT9SNSX,EMP00051,Unpaid Leave,CO-PLAN-06,2022-09-27,2022-10-07,11,2022-09-21,EMP00022,2022-09-24,Approved,Other,Pre-planned,N,Yes,Operations,Singapore
ABS24YAYVWRS,EMP00729,Sick Leave,CL-PLAN-03,2025-02-22,2025-03-03,10,2025-02-10,EMP00040,2025-02-14,Cancelled,Personal,Pre-planned,N,No,Operations,Toronto
ABSKSU2YACF0,EMP00006,Annual Leave,CL-PLAN-03,,2022-03-08,-1,2022-02-22,EMP00046,2022-02-23,Rejected,Marriage,,N,N/A,Sales,Singapore
ABS6DREYZYE4,EMP00480,Compensatory Off,CO-PLAN-06,2024-12-02,2024-12-08,7,2024-11-12,EMP00050,2024-11-15,Rejected,Other,,N,Yes,Marketing,Sydney
ABS9I00KTK6X,EMP00738,Sick Leave,ML-PLAN-04,2023-06-13,2023-06-16,4,2023-05-21,EMP00037,2023-05-24,Rejected,Emergency,,N,No,Finance,Singapore
ABSRRRQ8WU7M,EMP00488,Annual Leave,BL-PLAN-08,2024-05-09,2024-05-18,10,2024-04-18,EMP00041,2024-04-19,Cancelled,Marriage,Pre-planned,N,Yes,Sales,Mumbai
ABS4BBVUXH42,EMP00323,Casual Leave,ML-PLAN-04,2022-04-05,2022-04-12,8,2022-03-23,EMP00048,2022-03-24,Cancelled,Emergency,,N,Yes,Operations,Sydney
ABSRL9H04YJI,EMP00427,Compensatory Off,CL-PLAN-03,2023-01-09,2023-01-09,1,2022-12-13,EMP00031,2022-12-18,Approved,COVID-19,,Y,No,Engineering,Bengaluru
ABS22AZM5KW9,EMP00394,Sick Leave,UL-PLAN-07,2022-12-18,2022-12-29,12,2022-11-21,EMP00028,2022-11-26,Approved,Other,None,N,Yes,Legal,Toronto
ABS0NOIINP7F,EMP00636,Annual Leave,PL-PLAN-05,2022-07-21,2022-07-26,6,2022-07-04,EMP00041,2022-07-08,Withdrawn,Child Care,,Y,Yes,Legal,Singapore
ABSB3O8IT0O9,EMP00263,Work From Home,CL-PLAN-03,2022-10-20,2022-10-23,4,2022-09-22,EMP00007,2022-09-23,Cancelled,Family,Recurring,N,Yes,Sales,Sydney
ABSXPL70GW70,EMP00492,Compensatory Off,CL-PLAN-03,2025-02-19,2025-03-04,14,2025-02-11,EMP00041,2025-02-15,Approved,Family,Recurring,N,Yes,Marketing,Mumbai
ABSVB5EPJOV0,EMP00202,UNKNOWN_TYPE_XYZ,AL-PLAN-01,2022-07-06,2022-07-03,14,2022-06-24,EMP00044,2022-06-25,Rejected,Medical,None,N,N/A,Operations,Mumbai
ABSAQR28WJNK,EMP00706,Sick Leave,PL-PLAN-05,2022-09-20,2022-09-20,1,2022-09-06,EMP00002,2022-09-09,Withdrawn,Marriage,,N,N/A,Legal,Dubai
ABSAYS0RNCK1,EMP00328,Bereavement Leave,CL-PLAN-03,2023-02-10,2023-02-13,4,2023-01-14,EMP00040,2023-01-18,Withdrawn,COVID-19,,Y,Yes,Finance,Dubai
ABSC5RMPZWD5,EMP00150,Maternity Leave,PL-PLAN-05,2023-04-13,2023-04-21,9,2023-03-24,EMP00025,2023-03-25,Rejected,Medical Appointment,,N,N/A,Finance,Dubai
ABSM7TO64HVP,EMP00614,Maternity Leave,CO-PLAN-06,2023-02-04,2023-02-05,2,2023-01-26,EMP00018,2023-01-30,Rejected,COVID-19,,N,Yes,Sales,Bengaluru
ABSJ4TMSEXPU,EMP00692,Compensatory Off,SL-PLAN-02,2024-10-02,2024-10-06,5,2024-09-10,EMP00033,2024-09-11,Cancelled,Personal,Urgent,N,No,Finance,Singapore
ABST4NCCV6JV,EMP00546,Bereavement Leave,CO-PLAN-06,2022-06-11,2022-06-24,14,2022-05-14,EMP00032,2022-05-17,Cancelled,Emergency,None,N,Yes,Marketing,Dubai
ABSCVXTKKQE2,EMP00421,Sick Leave,PL-PLAN-05,2023-12-19,2023-12-22,4,2023-12-16,EMP00041,2023-12-17,Rejected,Other,None,N,No,Marketing,Toronto
ABSZAEUG98A1,EMP00278,Casual Leave,SL-PLAN-02,2025-02-21,2025-02-23,3,2025-01-31,EMP00014,2025-02-04,Pending,Child Care,,Y,Yes,Marketing,London
ABS4NBJINIVA,EMP00509,Unpaid Leave,UL-PLAN-07,2023-09-22,2023-10-01,10,2023-09-08,EMP00029,2023-09-13,Rejected,Personal,Recurring,Y,No,Sales,Dubai
ABSYAUSZUFR9,,Annual Leave,CO-PLAN-06,,2022-10-24,0,2022-11-06,EMP00033,2022-10-12,Pending,Medical,,N,No,Legal,Dubai
ABSJP9DPHOVM,EMP00192,Unpaid Leave,ML-PLAN-04,2022-10-17,2022-10-28,12,2022-09-24,EMP00002,2022-09-26,Pending,Vacation,None,N,N/A,Finance,Toronto
ABSXK649LYVC,EMP00584,Sick Leave,AL-PLAN-01,2023-10-11,2023-10-24,14,2023-09-30,EMP00010,2023-10-05,Pending,Family,,N,No,Sales,Singapore
ABS4RLKGXHPO,EMP00526,Maternity Leave,BL-PLAN-08,2023-07-02,2023-07-11,10,2023-06-16,EMP00016,2023-06-21,Cancelled,Marriage,,Y,Yes,Human Resources,Sydney
ABSSR5MCGLN5,EMP00170,Work From Home,ML-PLAN-04,2024-04-23,2024-04-25,3,2024-03-29,EMP00043,2024-04-01,Pending,Emergency,,N,Yes,Legal,London
ABS4ZITIH2BO,EMP00386,Sick Leave,CL-PLAN-03,2024-07-08,2024-07-09,12,2024-06-12,EMP00012,2024-06-17,Pending,Personal,,N,N/A,Engineering,Sydney
ABS4VFS1TWBR,EMP00603,Maternity Leave,PL-PLAN-05,2022-08-10,2022-08-21,12,2022-07-31,EMP00002,2022-08-04,Pending,Travel,,Y,Yes,Product,Sydney
ABS0FG072YZK,EMP00733,Casual Leave,PL-PLAN-05,2024-09-18,2024-09-23,6,2024-08-25,EMP00043,2024-08-30,Cancelled,Travel,Recurring,N,Yes,Human Resources,New York
ABSVRE59GJLY,EMP00068,Unpaid Leave,ML-PLAN-04,2023-08-30,2023-09-08,10,2023-08-19,EMP00011,2023-08-24,Approved,Vacation,None,N,Yes,Sales,Singapore
ABSNVHXB4KGN,EMP00570,Maternity Leave,SL-PLAN-02,2023-10-26,2023-11-01,7,2023-10-09,EMP00024,2023-10-13,Withdrawn,Family,Pre-planned,N,Yes,Legal,Singapore
ABSQNIETQ043,EMP00278,Maternity Leave,BL-PLAN-08,2023-03-07,2023-03-04,1,2023-02-15,EMP00031,2023-02-19,Rejected,Child Care,Pre-planned,Y,N/A,Finance,Mumbai
ABSNVY29PMBC,EMP00412,Maternity Leave,ML-PLAN-04,2024-10-25,2024-10-29,5,2024-10-18,EMP00024,2024-10-19,Rejected,Personal,Urgent,N,N/A,Human Resources,Bengaluru
ABS9PH899Q3D,EMP00279,Sick Leave,AL-PLAN-01,2022-09-29,2022-10-06,8,2022-09-10,EMP00007,2022-09-15,Approved,Medical Appointment,Urgent,N,Yes,Finance,Dubai
ABSMTEUCWWCX,EMP00177,Bereavement Leave,ML-PLAN-04,2022-12-16,2022-12-18,3,2022-12-10,EMP00037,2022-12-15,Approved,Travel,None,Y,Yes,Operations,Sydney
ABSW9AKKK459,EMP00679,Maternity Leave,PL-PLAN-05,2022-08-21,2022-09-01,12,2022-08-13,EMP00045,2022-08-14,Cancelled,Travel,,Y,N/A,Human Resources,Sydney
ABS9X4NPA3G7,EMP00141,Annual Leave,SL-PLAN-02,2024-03-23,2024-03-25,3,2024-03-07,EMP00006,2024-03-12,Withdrawn,COVID-19,Recurring,Y,Yes,Human Resources,Toronto
ABSM8LS4XKG3,EMP00793,Bereavement Leave,AL-PLAN-01,2025-02-28,2025-03-05,6,2025-02-04,EMP00048,2025-02-06,Pending,Other,,N,N/A,Sales,Dubai
ABS2IYXLDN19,EMP00617,Casual Leave,PL-PLAN-05,2022-05-15,2022-05-26,12,2022-05-07,EMP00010,2022-05-08,Rejected,Family,,Y,Yes,Sales,Sydney
ABSOFG4EQF8K,EMP00638,Work From Home,AL-PLAN-01,2024-05-11,2024-05-16,6,2024-04-22,EMP00014,2024-04-25,Rejected,Personal,None,N,Yes,Legal,Sydney
ABSW8NBHHC62,EMP00430,Maternity Leave,SL-PLAN-02,2022-04-02,2022-04-08,7,2022-03-19,EMP00036,2022-03-23,Pending,Vacation,,N,Yes,Marketing,Toronto
ABSQ9K8BYF8C,EMP00271,UNKNOWN_TYPE_XYZ,BL-PLAN-08,,2022-03-19,-1,2022-02-21,EMP00010,2022-02-25,UNKNOWN,Family,Pre-planned,N,Yes,Operations,London
ABSRBO56XKZX,EMP00317,Unpaid Leave,UL-PLAN-07,2024-07-20,2024-07-20,1,2024-07-04,EMP00049,2024-07-07,Pending,Child Care,,N,No,Operations,London
ABS99BRL6K6X,EMP00210,Casual Leave,PL-PLAN-05,2023-03-06,2023-03-09,4,2023-02-23,EMP00022,2023-02-27,Cancelled,Child Care,,N,Yes,Product,London
ABSBOXJUBKV3,EMP00043,Sick Leave,CO-PLAN-06,2022-09-19,2022-09-28,10,2022-09-18,EMP00042,2022-09-21,Cancelled,Medical,Urgent,N,No,Finance,Toronto
ABSBO55Q6WNC,EMP00577,Compensatory Off,SL-PLAN-02,2023-10-04,2023-10-09,6,2023-09-25,EMP00021,2023-09-27,Pending,Emergency,,N,Yes,Engineering,Singapore
ABSP9N5UMORY,,Casual Leave,PL-PLAN-05,2023-03-03,2023-03-10,8,2023-02-15,EMP00037,2023-02-19,Cancelled,Marriage,Recurring,Y,Yes,Product,Toronto
ABSREUJVAQA3,EMP00656,Work From Home,PL-PLAN-05,2022-03-02,2022-03-15,14,2022-02-23,EMP00038,2022-02-25,Approved,Personal,,N,Yes,Marketing,Sydney
ABSDDF64SZWJ,EMP00794,Compensatory Off,SL-PLAN-02,2023-04-19,2023-04-23,5,2023-04-01,EMP00032,2023-04-04,Rejected,Travel,,N,No,Product,London
ABSB4SOXF6PQ,EMP00534,Work From Home,CO-PLAN-06,2022-09-17,2022-09-29,13,2022-08-28,EMP00042,2022-08-29,Rejected,Medical,,N,No,Legal,Toronto
ABSY26W5XWUC,EMP00578,Bereavement Leave,ML-PLAN-04,2024-10-31,2024-11-03,4,2024-10-04,EMP00027,2024-10-07,Cancelled,Family,,Y,No,Human Resources,New York
ABSHD70XYLGH,EMP00349,Unpaid Leave,BL-PLAN-08,2023-01-05,2023-01-02,5,2023-01-04,EMP00039,2023-01-07,Withdrawn,COVID-19,,N,Yes,Product,Toronto
ABS7MQXFAYET,EMP00423,Compensatory Off,ML-PLAN-04,2024-12-27,2024-12-30,4,2024-12-18,EMP00012,2024-12-20,Cancelled,COVID-19,,N,No,Marketing,New York
ABSVL75W3NII,EMP00429,Sick Leave,AL-PLAN-01,2022-04-12,2022-04-25,14,2022-03-31,EMP00021,2022-04-05,Approved,Medical Appointment,Pre-planned,N,Yes,Human Resources,New York
ABSX7AR65LDF,EMP00278,Annual Leave,UL-PLAN-07,2024-11-09,2024-11-10,2,2024-11-08,EMP00037,2024-11-11,Pending,Emergency,,N,N/A,Legal,Sydney
ABSZPER9WW8L,EMP00476,Unpaid Leave,SL-PLAN-02,2024-09-02,2024-09-15,14,2024-08-09,EMP00015,2024-08-13,Cancelled,Medical,Recurring,N,N/A,Sales,Bengaluru
ABS0MDTSM9HF,EMP00722,Work From Home,CL-PLAN-03,2023-03-13,2023-03-22,0,2023-02-25,EMP00039,2023-03-01,Cancelled,Family,Urgent,N,Yes,Finance,Dubai
ABS46AU6J8ZI,EMP00439,Maternity Leave,PL-PLAN-05,2023-02-10,2023-02-12,3,2023-02-01,EMP00007,2023-02-02,Rejected,Vacation,,N,Yes,Marketing,Toronto
ABSWCVRZXYZ5,EMP00035,Maternity Leave,UL-PLAN-07,2023-10-02,2023-10-02,1,2023-09-18,EMP00031,2023-09-23,Approved,Medical Appointment,Urgent,N,Yes,Product,Mumbai
ABSUEA3B7DPQ,EMP00069,Casual Leave,BL-PLAN-08,2022-09-18,2022-09-20,3,2022-08-23,EMP00006,2022-08-26,Cancelled,Medical Appointment,Recurring,N,Yes,Operations,Mumbai
ABS752JHJ800,EMP00215,Work From Home,UL-PLAN-07,2025-02-09,2025-02-09,1,2025-01-18,EMP00047,2025-01-21,Withdrawn,Vacation,Urgent,N,No,Human Resources,Sydney
ABS6KHJII1Y6,EMP00644,Compensatory Off,AL-PLAN-01,,2022-10-10,9,2022-09-24,EMP00010,2022-09-29,Withdrawn,Medical Appointment,Urgent,N,No,Finance,Dubai
ABS232FO7VI8,EMP00200,Maternity Leave,UL-PLAN-07,2023-03-20,2023-03-21,2,2023-02-20,EMP00009,2023-02-23,Approved,Child Care,,N,Yes,Finance,London
ABSCFPEWPA4C,EMP00054,Compensatory Off,CO-PLAN-06,2023-03-22,2023-03-27,6,2023-02-20,EMP00013,2023-02-25,Rejected,Child Care,,N,Yes,Product,London
ABSPYKTZIJ37,EMP00735,Compensatory Off,ML-PLAN-04,2022-05-01,2022-05-08,8,2022-04-18,EMP00018,2022-04-20,Withdrawn,Medical Appointment,,Y,Yes,Engineering,Singapore
ABSV0P4JIGVK,EMP00087,Sick Leave,PL-PLAN-05,2023-07-27,2023-08-04,9,2023-07-22,EMP00040,2023-07-24,Rejected,Child Care,None,N,N/A,Marketing,Dubai
ABSS3Y6SRZZY,EMP00637,Maternity Leave,UL-PLAN-07,2024-06-11,2024-06-11,1,2024-06-07,EMP00012,2024-06-11,Withdrawn,Travel,,N,Yes,Engineering,New York
ABSONX1BK7E5,EMP00521,Work From Home,SL-PLAN-02,2024-03-12,2024-03-16,5,2024-02-21,EMP00041,2024-02-22,Rejected,COVID-19,None,Y,Yes,Product,London
ABSE37FPNBN1,EMP00730,Casual Leave,BL-PLAN-08,2023-07-15,2023-07-27,13,2023-07-05,EMP00020,2023-07-07,Approved,Medical,Urgent,Y,N/A,Product,Bengaluru
ABSQWXQ0YZKD,EMP00307,Casual Leave,UL-PLAN-07,2023-11-17,2023-11-21,5,2023-10-22,EMP00008,2023-10-24,Rejected,Family,,Y,Yes,Legal,Bengaluru
ABSCQ05CUJWQ,EMP00505,Casual Leave,BL-PLAN-08,2023-09-27,2023-10-01,5,2023-09-14,EMP00042,2023-09-17,Approved,Other,Urgent,N,Yes,Legal,New York
ABSJWA50SZD8,,UNKNOWN_TYPE_XYZ,BL-PLAN-08,2023-12-30,2023-12-27,5,2024-01-09,EMP00018,2023-12-03,Cancelled,Travel,Urgent,N,N/A,Finance,Singapore
ABSLYBZUN7MG,EMP00623,Work From Home,BL-PLAN-08,2024-07-27,2024-07-31,5,2024-07-15,EMP00023,2024-07-16,Withdrawn,Child Care,Pre-planned,N,N/A,Marketing,Bengaluru
ABSCB4DSEINV,EMP00562,Sick Leave,AL-PLAN-01,2024-06-06,2024-06-19,14,2024-05-15,EMP00046,2024-05-18,Withdrawn,Family,Urgent,Y,No,Engineering,Mumbai
ABSGRFEUKUQ4,EMP00150,Unpaid Leave,ML-PLAN-04,2023-05-09,2023-05-21,13,2023-05-05,EMP00023,2023-05-06,Pending,Personal,None,N,Yes,Operations,Toronto
ABSLUG92S5JB,EMP00762,Compensatory Off,BL-PLAN-08,2025-01-15,2025-01-21,7,2025-01-11,EMP00041,2025-01-16,Withdrawn,Medical Appointment,,Y,Yes,Operations,London
ABSBF4PBOJMC,EMP00022,Casual Leave,BL-PLAN-08,2023-06-20,2023-06-23,4,2023-06-16,EMP00032,2023-06-21,Rejected,Marriage,None,N,Yes,Operations,Sydney
ABSJNSLUMMYC,EMP00177,Bereavement Leave,AL-PLAN-01,2023-11-28,2023-12-01,4,2023-11-14,EMP00008,2023-11-15,Cancelled,Vacation,Urgent,N,No,Sales,New York
ABSE40UNYB6Z,EMP00364,Compensatory Off,AL-PLAN-01,2024-06-19,2024-06-29,11,2024-06-13,EMP00002,2024-06-14,Pending,Medical,Pre-planned,N,Yes,Marketing,Dubai
ABSU03F9CTZ9,EMP00677,Annual Leave,SL-PLAN-02,2022-11-03,2022-11-03,1,2022-10-19,EMP00038,2022-10-21,Approved,Marriage,None,N,Yes,Legal,Dubai
ABS4FH9UTYA7,EMP00350,Compensatory Off,SL-PLAN-02,2022-02-25,2022-03-05,9,2022-01-26,EMP00036,2022-01-31,Cancelled,COVID-19,Urgent,N,Yes,Engineering,New York
ABSP7OK9570G,EMP00649,Compensatory Off,AL-PLAN-01,,2024-09-21,-1,2024-09-11,EMP00014,2024-09-16,Rejected,Medical Appointment,Urgent,N,Yes,Sales,London
ABSN1NTVC0V3,EMP00532,Maternity Leave,CO-PLAN-06,2022-05-20,2022-05-31,12,2022-05-07,EMP00042,2022-05-12,Withdrawn,Travel,,N,No,Marketing,New York
ABS9PV3YC7ZJ,EMP00635,Sick Leave,CL-PLAN-03,2024-07-25,2024-07-31,7,2024-07-21,EMP00017,2024-07-23,Pending,Vacation,Pre-planned,N,N/A,Product,Bengaluru
ABS3HSJZP8F2,EMP00699,Bereavement Leave,UL-PLAN-07,2022-05-11,2022-05-11,1,2022-04-23,EMP00049,2022-04-28,Withdrawn,Travel,Pre-planned,N,Yes,Finance,London
ABSTEILZL3LW,EMP00665,Sick Leave,PL-PLAN-05,2023-09-07,2023-09-10,4,2023-08-30,EMP00003,2023-09-03,Cancelled,Medical,Pre-planned,N,N/A,Finance,Toronto
ABS6B9MXV3RG,EMP00548,Work From Home,SL-PLAN-02,2024-02-24,2024-03-04,14,2024-02-20,EMP00028,2024-02-21,Withdrawn,COVID-19,,N,N/A,Human Resources,Dubai
ABSB9UAXUIDU,EMP00765,Bereavement Leave,CO-PLAN-06,2024-07-27,2024-08-09,14,2024-07-22,EMP00009,2024-07-24,Rejected,Child Care,Urgent,N,N/A,Sales,Singapore
ABS0HKEPO6WI,EMP00232,Sick Leave,SL-PLAN-02,2024-01-02,2024-01-05,4,2023-12-20,EMP00003,2023-12-22,Cancelled,Marriage,None,N,No,Engineering,London
ABSLMPL34Z53,EMP00421,Annual Leave,ML-PLAN-04,2023-05-03,2023-05-03,1,2023-04-09,EMP00010,2023-04-12,Pending,Medical,,Y,N/A,Finance,Bengaluru
ABSUV9MKS7P1,EMP00143,Compensatory Off,BL-PLAN-08,2024-09-29,2024-10-02,4,2024-09-05,EMP00045,2024-09-07,Approved,Family,Recurring,Y,No,Engineering,Sydney
ABSNLEWOFDIT,EMP00316,Sick Leave,AL-PLAN-01,2024-05-01,2024-04-28,0,2024-04-01,EMP00050,2024-04-04,Pending,Other,,N,Yes,Legal,New York
ABSQ5QW8ONIR,EMP00481,Compensatory Off,AL-PLAN-01,2022-05-29,2022-06-04,7,2022-05-26,EMP00011,2022-05-28,Approved,Child Care,None,Y,No,Engineering,Mumbai
ABST40X9YUY6,EMP00733,Sick Leave,BL-PLAN-08,2022-09-08,2022-09-09,2,2022-08-15,EMP00013,2022-08-17,Withdrawn,Medical Appointment,None,N,Yes,Engineering,Singapore
ABSOM6ANXLW6,EMP00100,Maternity Leave,CL-PLAN-03,2024-03-16,2024-03-26,11,2024-03-03,EMP00029,2024-03-08,Cancelled,Family,Recurring,Y,Yes,Legal,New York
ABSKKORLU13Z,EMP00794,Maternity Leave,BL-PLAN-08,2022-11-02,2022-11-14,13,2022-10-03,EMP00031,2022-10-05,Approved,Other,Recurring,N,Yes,Human Resources,London
ABS2XQPAXAPE,,Annual Leave,BL-PLAN-08,2023-01-27,2023-01-27,1,2023-01-02,EMP00019,2023-01-04,Cancelled,Travel,Pre-planned,N,Yes,Finance,Bengaluru
ABSAJEC79EKV,EMP00485,Casual Leave,ML-PLAN-04,2022-04-03,2022-04-04,2,2022-03-21,EMP00005,2022-03-25,Rejected,Marriage,Urgent,N,Yes,Operations,Sydney
ABSNJRFOGJTY,EMP00702,Compensatory Off,AL-PLAN-01,2024-04-05,2024-04-08,4,2024-03-07,EMP00015,2024-03-12,Approved,Vacation,,Y,Yes,Marketing,Mumbai
ABSZTE0WV43V,EMP00316,Maternity Leave,SL-PLAN-02,2024-09-20,2024-09-25,6,2024-08-22,EMP00047,2024-08-25,Cancelled,Medical,None,Y,Yes,Human Resources,Toronto
